r_date,date,day_of_week,cnt,month,year,day
2015-02-09,690.0,5.0,3661.0,2,2015,9
2015-02-10,691.0,6.0,2073.0,2,2015,10
2015-02-12,692.0,1.0,4832.0,2,2015,12
2015-02-13,693.0,2.0,4032.0,2,2015,13
2015-02-14,694.0,3.0,2054.0,2,2015,14
2015-02-15,695.0,4.0,1477.0,2,2015,15
2015-02-16,696.0,5.0,1808.0,2,2015,16
2015-02-17,697.0,6.0,290.0,2,2015,17
2015-02-19,698.0,1.0,2028.0,2,2015,19
2015-02-20,699.0,2.0,2479.0,2,2015,20
2015-02-21,700.0,3.0,1426.0,2,2015,21
2015-02-22,701.0,4.0,1693.0,2,2015,22
2015-02-23,702.0,5.0,1626.0,2,2015,23
2015-02-24,703.0,6.0,236.0,2,2015,24
2015-02-26,704.0,1.0,2508.0,2,2015,26
2015-02-27,705.0,2.0,2491.0,2,2015,27
2015-02-28,706.0,3.0,1907.0,2,2015,28
2015-03-01,707.0,4.0,1524.0,3,2015,1
2015-03-02,708.0,5.0,1664.0,3,2015,2
2015-03-03,709.0,6.0,948.0,3,2015,3
2015-03-05,710.0,1.0,2617.0,3,2015,5
2015-03-06,711.0,2.0,2325.0,3,2015,6
2015-03-07,712.0,3.0,2451.0,3,2015,7
2015-03-08,713.0,4.0,1140.0,3,2015,8
2015-03-09,714.0,5.0,1696.0,3,2015,9
2015-03-10,715.0,6.0,376.0,3,2015,10
2015-03-12,716.0,1.0,2280.0,3,2015,12
2015-03-13,717.0,2.0,2007.0,3,2015,13
2015-03-14,718.0,3.0,1784.0,3,2015,14
2015-03-15,719.0,4.0,1102.0,3,2015,15
2015-03-16,720.0,5.0,1902.0,3,2015,16
2015-03-17,721.0,6.0,55.0,3,2015,17
2015-03-19,722.0,1.0,13.0,3,2015,19
2015-03-20,723.0,2.0,3380.0,3,2015,20
2015-03-21,724.0,3.0,2690.0,3,2015,21
2015-03-22,725.0,4.0,1348.0,3,2015,22
2015-03-23,726.0,5.0,2035.0,3,2015,23
2015-03-24,727.0,6.0,139.0,3,2015,24
2015-03-25,728.0,7.0,20.0,3,2015,25
2015-03-26,729.0,1.0,2044.0,3,2015,26
2015-03-27,730.0,2.0,2024.0,3,2015,27
2015-03-28,731.0,3.0,1455.0,3,2015,28
2015-03-29,732.0,4.0,1354.0,3,2015,29
2015-03-30,733.0,5.0,1310.0,3,2015,30
2015-03-31,734.0,6.0,275.0,3,2015,31
2015-04-02,735.0,1.0,2424.0,4,2015,2
2015-04-03,736.0,2.0,2985.0,4,2015,3
2015-04-04,737.0,3.0,2014.0,4,2015,4
2015-04-05,738.0,4.0,1105.0,4,2015,5
2015-04-06,739.0,5.0,1524.0,4,2015,6
2015-04-07,740.0,6.0,378.0,4,2015,7
2015-04-09,741.0,1.0,2491.0,4,2015,9
2015-04-10,742.0,2.0,2830.0,4,2015,10
2015-04-11,743.0,3.0,2155.0,4,2015,11
2015-04-12,744.0,4.0,2017.0,4,2015,12
2015-04-13,745.0,5.0,27.0,4,2015,13
2015-04-16,746.0,1.0,3150.0,4,2015,16
2015-04-17,747.0,2.0,2383.0,4,2015,17
2015-04-18,748.0,3.0,2824.0,4,2015,18
2015-04-19,749.0,4.0,1876.0,4,2015,19
2015-04-20,750.0,5.0,2054.0,4,2015,20
2015-04-21,751.0,6.0,321.0,4,2015,21
2015-04-23,752.0,1.0,2384.0,4,2015,23
2015-04-24,753.0,2.0,2472.0,4,2015,24
2015-04-25,754.0,3.0,1881.0,4,2015,25
2015-04-26,755.0,4.0,1816.0,4,2015,26
2015-04-27,756.0,5.0,1361.0,4,2015,27
2015-04-28,757.0,6.0,314.0,4,2015,28
2015-04-30,758.0,1.0,3309.0,4,2015,30
2015-05-01,759.0,2.0,1948.0,5,2015,1
2015-05-02,760.0,3.0,1722.0,5,2015,2
2015-05-03,761.0,4.0,1520.0,5,2015,3
2015-05-04,762.0,5.0,2232.0,5,2015,4
2015-05-05,763.0,6.0,497.0,5,2015,5
2015-05-07,764.0,1.0,2037.0,5,2015,7
2015-05-08,765.0,2.0,2246.0,5,2015,8
2015-05-09,766.0,3.0,1447.0,5,2015,9
2015-05-10,767.0,4.0,1478.0,5,2015,10
2015-05-11,768.0,5.0,1631.0,5,2015,11
2015-05-12,769.0,6.0,128.0,5,2015,12
2015-05-14,770.0,1.0,2102.0,5,2015,14
2015-05-15,771.0,2.0,2114.0,5,2015,15
2015-05-16,772.0,3.0,1964.0,5,2015,16
2015-05-17,773.0,4.0,1427.0,5,2015,17
2015-05-18,774.0,5.0,1416.0,5,2015,18
2015-05-19,775.0,6.0,319.0,5,2015,19
2015-05-21,776.0,1.0,2147.0,5,2015,21
2015-05-22,777.0,2.0,1925.0,5,2015,22
2015-05-23,778.0,3.0,1668.0,5,2015,23
2015-05-24,779.0,4.0,1692.0,5,2015,24
2015-05-25,780.0,5.0,1517.0,5,2015,25
2015-05-26,781.0,6.0,381.0,5,2015,26
2015-05-28,782.0,1.0,2327.0,5,2015,28
2015-05-29,783.0,2.0,1926.0,5,2015,29
2015-05-30,784.0,3.0,1387.0,5,2015,30
2015-05-31,785.0,4.0,1533.0,5,2015,31
2015-06-01,786.0,5.0,1946.0,6,2015,1
2015-06-02,787.0,6.0,89.0,6,2015,2
2015-06-05,788.0,2.0,3157.0,6,2015,5
2015-06-06,789.0,3.0,1933.0,6,2015,6
2015-06-07,790.0,4.0,1257.0,6,2015,7
2015-06-08,791.0,5.0,2051.0,6,2015,8
2015-06-09,792.0,6.0,472.0,6,2015,9
2015-06-11,793.0,1.0,2031.0,6,2015,11
2015-06-12,794.0,2.0,1465.0,6,2015,12
2015-06-13,795.0,3.0,2291.0,6,2015,13
2015-06-14,796.0,4.0,1380.0,6,2015,14
2015-06-15,797.0,5.0,1659.0,6,2015,15
2015-06-16,798.0,6.0,401.0,6,2015,16
2015-06-18,799.0,1.0,2248.0,6,2015,18
2015-06-19,800.0,2.0,3005.0,6,2015,19
2015-06-20,801.0,3.0,2281.0,6,2015,20
2015-06-21,802.0,4.0,1062.0,6,2015,21
2015-06-22,803.0,5.0,1675.0,6,2015,22
2015-06-23,804.0,6.0,304.0,6,2015,23
2015-06-25,805.0,1.0,2034.0,6,2015,25
2015-06-26,806.0,2.0,2520.0,6,2015,26
2015-06-27,807.0,3.0,1944.0,6,2015,27
2015-06-28,808.0,4.0,1398.0,6,2015,28
2015-06-29,809.0,5.0,1384.0,6,2015,29
2015-06-30,810.0,6.0,288.0,6,2015,30
2015-07-02,811.0,1.0,1804.0,7,2015,2
2015-07-03,812.0,2.0,2255.0,7,2015,3
2015-07-04,813.0,3.0,1893.0,7,2015,4
2015-07-05,814.0,4.0,1193.0,7,2015,5
2015-07-06,815.0,5.0,1907.0,7,2015,6
2015-07-07,816.0,6.0,185.0,7,2015,7
2015-07-09,817.0,1.0,1304.0,7,2015,9
2015-07-10,818.0,2.0,2076.0,7,2015,10
2015-07-11,819.0,3.0,1754.0,7,2015,11
2015-07-12,820.0,4.0,1155.0,7,2015,12
2015-07-13,821.0,5.0,1613.0,7,2015,13
2015-07-14,822.0,6.0,410.0,7,2015,14
2015-07-16,823.0,1.0,2437.0,7,2015,16
2015-07-17,824.0,2.0,2596.0,7,2015,17
2015-07-18,825.0,3.0,1823.0,7,2015,18
2015-07-19,826.0,4.0,1951.0,7,2015,19
2015-07-20,827.0,5.0,1983.0,7,2015,20
2015-07-21,828.0,6.0,297.0,7,2015,21
2015-07-23,829.0,1.0,2186.0,7,2015,23
2015-07-24,830.0,2.0,1608.0,7,2015,24
2015-07-25,831.0,3.0,2334.0,7,2015,25
2015-07-26,832.0,4.0,2051.0,7,2015,26
2015-07-27,833.0,5.0,1795.0,7,2015,27
2015-07-28,834.0,6.0,346.0,7,2015,28
2015-07-30,835.0,1.0,1926.0,7,2015,30
2015-07-31,836.0,2.0,1902.0,7,2015,31
2015-08-01,837.0,3.0,1604.0,8,2015,1
2015-08-02,838.0,4.0,1357.0,8,2015,2
2015-08-03,839.0,5.0,1893.0,8,2015,3
2015-08-04,840.0,6.0,227.0,8,2015,4
2015-08-05,841.0,7.0,24.0,8,2015,5
2015-08-06,842.0,1.0,2270.0,8,2015,6
2015-08-07,843.0,2.0,2200.0,8,2015,7
2015-08-08,844.0,3.0,1738.0,8,2015,8
2015-08-09,845.0,4.0,1327.0,8,2015,9
2015-08-10,846.0,5.0,1254.0,8,2015,10
2015-08-11,847.0,6.0,498.0,8,2015,11
2015-08-12,848.0,7.0,20.0,8,2015,12
2015-08-13,849.0,1.0,2616.0,8,2015,13
2015-08-14,850.0,2.0,2477.0,8,2015,14
2015-08-15,851.0,3.0,2305.0,8,2015,15
2015-08-16,852.0,4.0,12.0,8,2015,16
2015-08-17,853.0,7.0,3354.0,8,2015,17
2015-08-18,854.0,1.0,1800.0,8,2015,18
2015-08-19,855.0,2.0,2684.0,8,2015,19
2015-08-20,856.0,3.0,1475.0,8,2015,20
2015-08-21,857.0,4.0,1783.0,8,2015,21
2015-08-22,858.0,5.0,1625.0,8,2015,22
2015-08-23,859.0,6.0,309.0,8,2015,23
2015-08-25,860.0,1.0,1990.0,8,2015,25
2015-08-26,861.0,2.0,2256.0,8,2015,26
2015-08-27,862.0,3.0,2032.0,8,2015,27
2015-08-28,863.0,4.0,1183.0,8,2015,28
2015-08-29,864.0,5.0,1565.0,8,2015,29
2015-08-30,865.0,6.0,254.0,8,2015,30
2015-09-01,866.0,1.0,1983.0,9,2015,1
2015-09-02,867.0,2.0,2445.0,9,2015,2
2015-09-03,868.0,3.0,2312.0,9,2015,3
2015-09-04,869.0,4.0,1510.0,9,2015,4
2015-09-05,870.0,5.0,2380.0,9,2015,5
2015-09-06,871.0,6.0,61.0,9,2015,6
2015-09-08,872.0,1.0,3279.0,9,2015,8
2015-09-09,873.0,2.0,3804.0,9,2015,9
2015-09-10,874.0,3.0,3046.0,9,2015,10
2015-09-11,875.0,5.0,13.0,9,2015,11
2015-09-12,876.0,7.0,15.0,9,2015,12
2015-09-15,877.0,3.0,88.0,9,2015,15
2015-09-16,878.0,4.0,4354.0,9,2015,16
2015-09-17,879.0,5.0,3418.0,9,2015,17
2015-09-18,880.0,6.0,2489.0,9,2015,18
2015-09-20,881.0,1.0,2584.0,9,2015,20
2015-09-21,882.0,2.0,3546.0,9,2015,21
2015-09-22,883.0,3.0,2458.0,9,2015,22
2015-09-23,884.0,4.0,2065.0,9,2015,23
2015-09-24,885.0,5.0,1816.0,9,2015,24
2015-09-25,886.0,6.0,263.0,9,2015,25
2015-09-26,887.0,7.0,28.0,9,2015,26
2015-09-27,888.0,1.0,2407.0,9,2015,27
2015-09-28,889.0,2.0,3639.0,9,2015,28
2015-09-29,890.0,3.0,2551.0,9,2015,29
2015-09-30,891.0,4.0,1925.0,9,2015,30
2015-10-01,892.0,5.0,1989.0,10,2015,1
2015-10-02,893.0,6.0,181.0,10,2015,2
2015-10-04,894.0,1.0,2569.0,10,2015,4
2015-10-05,895.0,2.0,2019.0,10,2015,5
2015-10-06,896.0,3.0,1900.0,10,2015,6
2015-10-07,897.0,4.0,1180.0,10,2015,7
2015-10-08,898.0,5.0,1886.0,10,2015,8
2015-10-09,899.0,6.0,322.0,10,2015,9
2015-10-11,900.0,1.0,2615.0,10,2015,11
2015-10-12,901.0,2.0,2594.0,10,2015,12
2015-10-13,902.0,3.0,1760.0,10,2015,13
2015-10-14,903.0,4.0,1590.0,10,2015,14
2015-10-15,904.0,5.0,1994.0,10,2015,15
2015-10-16,905.0,6.0,409.0,10,2015,16
2015-10-17,906.0,7.0,24.0,10,2015,17
2015-10-18,907.0,1.0,3017.0,10,2015,18
2015-10-19,908.0,2.0,2538.0,10,2015,19
2015-10-20,909.0,3.0,2019.0,10,2015,20
2015-10-21,910.0,4.0,1667.0,10,2015,21
2015-10-22,911.0,5.0,1876.0,10,2015,22
2015-10-23,912.0,6.0,498.0,10,2015,23
2015-10-25,913.0,1.0,2237.0,10,2015,25
2015-10-26,914.0,2.0,2268.0,10,2015,26
2015-10-27,915.0,3.0,1898.0,10,2015,27
2015-10-28,916.0,4.0,1870.0,10,2015,28
2015-10-29,917.0,5.0,2174.0,10,2015,29
2015-10-30,918.0,6.0,540.0,10,2015,30
2015-11-01,919.0,1.0,2397.0,11,2015,1
2015-11-02,920.0,2.0,1947.0,11,2015,2
2015-11-03,921.0,3.0,2057.0,11,2015,3
2015-11-04,922.0,4.0,1860.0,11,2015,4
2015-11-05,923.0,5.0,2270.0,11,2015,5
2015-11-06,924.0,6.0,409.0,11,2015,6
2015-11-08,925.0,1.0,3666.0,11,2015,8
2015-11-09,926.0,2.0,2535.0,11,2015,9
2015-11-10,927.0,3.0,2063.0,11,2015,10
2015-11-11,928.0,4.0,1497.0,11,2015,11
2015-11-12,929.0,5.0,2170.0,11,2015,12
2015-11-13,930.0,6.0,312.0,11,2015,13
2015-11-15,931.0,1.0,2228.0,11,2015,15
2015-11-16,932.0,2.0,2098.0,11,2015,16
2015-11-17,933.0,3.0,2725.0,11,2015,17
2015-11-18,934.0,4.0,1491.0,11,2015,18
2015-11-19,935.0,5.0,2140.0,11,2015,19
2015-11-20,936.0,6.0,450.0,11,2015,20
2015-11-22,937.0,1.0,2057.0,11,2015,22
2015-11-23,938.0,2.0,2181.0,11,2015,23
2015-11-24,939.0,3.0,2339.0,11,2015,24
2015-11-25,940.0,4.0,1414.0,11,2015,25
2015-11-26,941.0,5.0,2924.0,11,2015,26
2015-11-27,942.0,6.0,482.0,11,2015,27
2015-11-29,943.0,1.0,1611.0,11,2015,29
2015-11-30,944.0,2.0,2771.0,11,2015,30
2015-12-01,945.0,3.0,3477.0,12,2015,1
2015-12-02,946.0,4.0,1565.0,12,2015,2
2015-12-03,947.0,5.0,2158.0,12,2015,3
2015-12-04,948.0,6.0,800.0,12,2015,4
2015-12-05,949.0,7.0,15.0,12,2015,5
2015-12-06,950.0,1.0,2555.0,12,2015,6
2015-12-07,951.0,2.0,1839.0,12,2015,7
2015-12-08,952.0,3.0,2331.0,12,2015,8
2015-12-09,953.0,4.0,772.0,12,2015,9
2015-12-10,954.0,5.0,70.0,12,2015,10
2015-12-11,955.0,6.0,33.0,12,2015,11
2015-12-13,956.0,1.0,6421.0,12,2015,13
2015-12-14,957.0,2.0,7069.0,12,2015,14
2015-12-15,958.0,3.0,5017.0,12,2015,15
2015-12-16,959.0,4.0,3192.0,12,2015,16
2015-12-17,960.0,5.0,4838.0,12,2015,17
2015-12-18,961.0,6.0,1063.0,12,2015,18
2015-12-20,962.0,1.0,5227.0,12,2015,20
2015-12-21,963.0,2.0,3848.0,12,2015,21
2015-12-22,964.0,3.0,3631.0,12,2015,22
2015-12-23,965.0,4.0,1899.0,12,2015,23
2015-12-24,966.0,5.0,2978.0,12,2015,24
2015-12-25,967.0,6.0,657.0,12,2015,25
2015-12-27,968.0,1.0,3859.0,12,2015,27
2015-12-28,969.0,2.0,4572.0,12,2015,28
2015-12-29,970.0,3.0,3687.0,12,2015,29
2015-12-30,971.0,4.0,2851.0,12,2015,30
2015-12-31,972.0,5.0,2644.0,12,2015,31
2016-01-01,973.0,6.0,429.0,1,2016,1
2016-01-03,974.0,1.0,3637.0,1,2016,3
2016-01-04,975.0,2.0,3865.0,1,2016,4
2016-01-05,976.0,3.0,3499.0,1,2016,5
2016-01-06,977.0,4.0,2374.0,1,2016,6
2016-01-07,978.0,5.0,3880.0,1,2016,7
2016-01-08,979.0,6.0,755.0,1,2016,8
2016-01-10,980.0,1.0,5594.0,1,2016,10
2016-01-11,981.0,2.0,5592.0,1,2016,11
2016-01-12,982.0,3.0,4690.0,1,2016,12
2016-01-13,983.0,4.0,4243.0,1,2016,13
2016-01-14,984.0,5.0,4763.0,1,2016,14
2016-01-15,985.0,6.0,1564.0,1,2016,15
2016-01-20,986.0,4.0,24.0,1,2016,20
2016-01-21,987.0,7.0,3664.0,1,2016,21
2016-01-22,988.0,1.0,3610.0,1,2016,22
2016-01-23,989.0,2.0,5537.0,1,2016,23
2016-01-24,990.0,3.0,3369.0,1,2016,24
2016-01-25,991.0,4.0,3054.0,1,2016,25
2016-01-26,992.0,5.0,2735.0,1,2016,26
2016-01-27,993.0,6.0,780.0,1,2016,27
2016-01-29,994.0,1.0,3037.0,1,2016,29
2016-01-30,995.0,2.0,3315.0,1,2016,30
2016-01-31,996.0,3.0,2221.0,1,2016,31
2016-02-01,997.0,4.0,1541.0,2,2016,1
2016-02-02,998.0,5.0,1883.0,2,2016,2
2016-02-03,999.0,6.0,564.0,2,2016,3
2016-02-05,1000.0,1.0,2525.0,2,2016,5
2016-02-06,1001.0,2.0,2627.0,2,2016,6
2016-02-07,1002.0,3.0,2374.0,2,2016,7
2016-02-08,1003.0,4.0,1618.0,2,2016,8
2016-02-09,1004.0,5.0,2259.0,2,2016,9
2016-02-10,1005.0,6.0,426.0,2,2016,10
2016-02-12,1006.0,1.0,2203.0,2,2016,12
2016-02-13,1007.0,2.0,2344.0,2,2016,13
2016-02-14,1008.0,3.0,2392.0,2,2016,14
2016-02-15,1009.0,4.0,1870.0,2,2016,15
2016-02-16,1010.0,5.0,1772.0,2,2016,16
2016-02-17,1011.0,6.0,610.0,2,2016,17
2016-02-19,1012.0,1.0,2437.0,2,2016,19
2016-02-20,1013.0,2.0,2326.0,2,2016,20
2016-02-21,1014.0,3.0,1954.0,2,2016,21
2016-02-22,1015.0,4.0,1569.0,2,2016,22
2016-02-23,1016.0,5.0,1777.0,2,2016,23
2016-02-24,1017.0,6.0,442.0,2,2016,24
2016-02-26,1018.0,1.0,2476.0,2,2016,26
2016-02-27,1019.0,2.0,1934.0,2,2016,27
2016-02-28,1020.0,3.0,2048.0,2,2016,28
2016-02-29,1021.0,4.0,1586.0,2,2016,29
2016-03-01,1022.0,5.0,2268.0,3,2016,1
2016-03-02,1023.0,6.0,506.0,3,2016,2
2016-03-04,1024.0,1.0,3439.0,3,2016,4
2016-03-05,1025.0,2.0,3208.0,3,2016,5
2016-03-06,1026.0,3.0,2277.0,3,2016,6
2016-03-07,1027.0,4.0,2144.0,3,2016,7
2016-03-08,1028.0,5.0,2519.0,3,2016,8
2016-03-09,1029.0,6.0,195.0,3,2016,9
2016-03-12,1030.0,2.0,4003.0,3,2016,12
2016-03-13,1031.0,3.0,2513.0,3,2016,13
2016-03-14,1032.0,4.0,1306.0,3,2016,14
